#{"t_start": 1685883429.099602, "env_id": null}
r,l,t
-5145554.0,2070,10.021287
-6062111.0,2448,20.024117
-5514976.0,2302,30.027613
-5932076.0,2389,40.03097
-4369601.0,2268,50.033986
-5782171.0,2348,60.219217
-5893668.0,2392,70.223105
-5623134.0,2277,80.225735
-5979127.0,2418,90.230274
-5643134.0,2285,100.234699
-5672461.0,2362,110.238772
-5537176.0,2251,120.242289
-5924142.0,2399,130.348169
-6229132.0,2519,140.352118
-5881123.0,2378,150.356004
-5755135.0,2330,160.358786
-5967625.0,2413,170.361302
-5829622.0,2357,180.363642
-5874122.0,2375,190.366189
-6129122.0,2477,200.368544
-5831622.0,2358,210.371188
