#{"t_start": 1686075280.792454, "env_id": null}
r,l,t
-5000047.0,10,0.057549
-5000055.0,12,0.114517
-5000191.0,39,0.237862
-5000107.0,22,0.306809
-5000107.0,22,0.379358
-5000135.0,28,0.479085
-5000109.0,22,0.552165
-5000134.0,27,0.639474
-5000164.0,33,0.74593
-5000150.0,31,0.853324
-5000113.0,23,0.934549
-5000101.0,21,1.016254
-5000152.0,31,1.122874
-5000076.0,16,1.179011
-5000128.0,26,1.270576
-5000178.0,36,1.393756
-5000127.0,26,1.486568
-5000133.0,27,1.583571
-5000237.0,48,1.759496
-5000145.0,30,1.886724
-5000096.0,20,1.960983
-5000118.0,24,2.054501
-5000103.0,21,2.122626
-5000113.0,23,2.194902
-5000089.0,18,2.253312
-5000124.0,25,2.332543
-5000139.0,28,2.429235
-5000111.0,23,2.596062
-5000118.0,24,2.798041
-5000089.0,18,2.90518
-5000113.0,23,3.091149
-5000089.0,18,3.188559
-5000093.0,19,3.25167
-5000085.0,18,3.31292
-5000107.0,22,3.389691
-5000125.0,26,3.471178
-5000136.0,28,3.55719
-5000145.0,30,3.656571
-5000129.0,26,3.743092
-5000154.0,31,3.841775
-5000086.0,18,3.903599
-5000114.0,23,3.981413
-5000120.0,25,4.060044
-5000252.0,51,4.21917
-5000115.0,24,4.301343
-5000138.0,28,4.390812
-5000126.0,26,4.472648
-5000099.0,20,4.536574
-5000095.0,20,4.599622
-5000149.0,30,4.697754
-5000107.0,22,4.76788
-5000188.0,38,4.88632
-5000121.0,25,4.963779
-5000243.0,49,5.115864
-5000131.0,27,5.200859
-5000115.0,24,5.278298
-5000171.0,35,5.390598
-5000279.0,56,5.575962
-5000080.0,17,5.627898
-5000128.0,26,5.709352
-5000123.0,25,5.788807
-5000107.0,22,5.858389
-5000112.0,23,5.932262
-5000061.0,13,5.973668
-5000118.0,24,6.050134
-5000107.0,22,6.12046
-5000055.0,12,6.170127
-5000128.0,26,6.251819
-5000096.0,20,6.31575
-5000084.0,17,6.370723
-5000137.0,28,6.459256
-5000121.0,25,6.53806
-5000131.0,27,6.62223
-5000145.0,30,6.717808
-5000381.0,77,6.966639
-5000086.0,18,7.026796
-5000128.0,26,7.11815
-5000814.0,163,7.898162
-5000132.0,27,7.991202
-5000107.0,22,8.065568
-5001224.0,245,8.888524
-5000093.0,19,8.948974
-5000128.0,26,9.030579
-5000143.0,29,9.121101
-5000227.0,46,9.267512
-5000094.0,19,9.332282
-5001499.0,300,10.272726
-5000109.0,22,10.343392
-5000119.0,24,10.423484
-5000121.0,25,10.506399
-5000168.0,34,10.612184
-5000100.0,21,10.677022
-5000233.0,47,10.827211
-5000116.0,24,10.902375
-5000128.0,26,10.984328
-5000111.0,23,11.057234
-5000096.0,20,11.119783
-5000097.0,20,11.182135
-5000096.0,20,11.243283
-5000586.0,118,11.612216
-5000333.0,67,11.821838
-5000081.0,17,11.887195
-5000189.0,38,12.003817
-5000226.0,46,12.148462
-5000452.0,91,12.433325
-5000142.0,29,12.523217
-5000106.0,22,12.591497
-5000238.0,48,12.742642
-5000168.0,34,12.859366
-5000272.0,55,13.032745
-5000089.0,18,13.090328
-5000114.0,23,13.166042
-5001447.0,290,14.276635
-5000096.0,20,14.33989
-5000093.0,19,14.401438
-5000132.0,27,14.486013
-5000083.0,17,14.540088
-5000138.0,28,14.627543
-5002588.0,518,16.28353
-5000114.0,23,16.362905
-5000114.0,23,16.445207
-5000116.0,24,16.527981
-5000101.0,21,16.600301
-5000108.0,22,16.669821
-5000120.0,25,16.74908
-5000117.0,24,16.823363
-5000079.0,16,16.874399
-5000089.0,18,16.932463
-5000205.0,42,17.064317
-5000122.0,25,17.162931
-5000124.0,25,17.259284
-5000213.0,43,17.457834
-5000133.0,27,17.548553
-5000134.0,27,17.633228
-5000111.0,23,17.704492
-5000112.0,23,17.780308
-5000122.0,25,17.869219
-5000272.0,55,18.059905
-5000178.0,36,18.185153
-5000137.0,28,18.286531
-5000110.0,23,18.36533
-5000837.0,168,18.921095
-5000135.0,28,19.009545
-5001111.0,223,19.718075
